Date,Nifty Value,,Date,PE Ratio
07-05-2000,1526.05,,07-05-2000,19.7303
07-06-2000,1516.8,,07-06-2000,19.6107
07-07-2000,1517.6,,07-07-2000,19.621
07-10-2000,1509.65,,07-10-2000,19.5182
07-11-2000,1518.55,,07-11-2000,19.6333
07-12-2000,1533.35,,07-12-2000,19.8246
7/13/2000,1522.6,,7/13/2000,19.6856
7/14/2000,1509.75,,7/14/2000,19.5195
7/17/2000,1479.65,,7/17/2000,19.1303
7/18/2000,1463.1,,7/18/2000,18.9164
7/19/2000,1435.8,,7/19/2000,18.5634
7/20/2000,1424.2,,7/20/2000,18.4134
7/21/2000,1397.25,,7/21/2000,18.065
7/24/2000,1317.75,,7/24/2000,17.0371
7/25/2000,1348.9,,7/25/2000,17.4399
7/26/2000,1318.25,,7/26/2000,17.0436
7/27/2000,1338.05,,7/27/2000,17.2996
7/28/2000,1333.8,,7/28/2000,17.2447
7/31/2000,1332.85,,7/31/2000,17.2324
08-01-2000,1326.85,,08-01-2000,17.1548
08-02-2000,1331.9,,08-02-2000,17.2701
08-03-2000,1321.25,,08-03-2000,17.132
08-04-2000,1318.55,,08-04-2000,17.097
08-07-2000,1310.8,,08-07-2000,16.9965
08-08-2000,1345.6,,08-08-2000,17.4477
08-09-2000,1344.95,,08-09-2000,17.9381
08-10-2000,1328,,08-10-2000,17.7121
08-11-2000,1310.75,,08-11-2000,17.482
8/14/2000,1317.9,,8/14/2000,17.5773
8/16/2000,1351.45,,8/16/2000,18.0248
8/17/2000,1341.4,,8/17/2000,17.8908
8/18/2000,1358.05,,8/18/2000,18.1128
8/21/2000,1370.25,,8/21/2000,18.2756
8/22/2000,1381.2,,8/22/2000,18.4216
8/23/2000,1386.05,,8/23/2000,18.4863
8/24/2000,1386.95,,8/24/2000,18.4983
8/25/2000,1381.25,,8/25/2000,18.4223
8/28/2000,1369.85,,8/28/2000,18.2702
8/29/2000,1367.7,,8/29/2000,18.2415
8/30/2000,1375.95,,8/30/2000,18.3516
8/31/2000,1394.1,,8/31/2000,18.5937
09-04-2000,1427.75,,09-04-2000,19.0425
09-05-2000,1428.25,,09-05-2000,19.0491
09-06-2000,1435.35,,09-06-2000,19.1438
09-07-2000,1439.75,,09-07-2000,19.2025
09-08-2000,1450.05,,09-08-2000,19.3399
09-11-2000,1456.35,,09-11-2000,19.4239
09-12-2000,1467.65,,09-12-2000,19.5746
9/13/2000,1456.15,,9/13/2000,19.4212
9/14/2000,1445.3,,9/14/2000,19.2765
9/15/2000,1417.2,,9/15/2000,18.9017
9/18/2000,1354.35,,9/18/2000,18.0635
9/19/2000,1317,,9/19/2000,17.5653
9/20/2000,1342.9,,9/20/2000,17.9108
9/21/2000,1329.85,,9/21/2000,17.7367
9/22/2000,1266.45,,9/22/2000,16.8911
9/25/2000,1292.55,,9/25/2000,17.2392
9/26/2000,1267.9,,9/26/2000,16.9105
9/27/2000,1292.55,,9/27/2000,17.2392
9/28/2000,1266.4,,9/28/2000,16.8905
9/29/2000,1271.65,,9/29/2000,16.9605
10-03-2000,1282,,10-03-2000,17.0278
10-04-2000,1297.8,,10-04-2000,17.2376
10-05-2000,1284.75,,10-05-2000,17.0643
10-06-2000,1285,,10-06-2000,17.0676
10-09-2000,1267.3,,10-09-2000,16.8325
10-10-2000,1238.95,,10-10-2000,16.456
10-11-2000,1201.9,,10-11-2000,15.9639
10-12-2000,1206.25,,10-12-2000,16.0216
10/13/2000,1176.75,,10/13/2000,15.6298
10/16/2000,1175.45,,10/16/2000,15.6126
10/17/2000,1158.05,,10/17/2000,15.3814
10/18/2000,1136,,10/18/2000,15.0886
10/19/2000,1166.15,,10/19/2000,15.489
10/20/2000,1172,,10/20/2000,15.5667
10/23/2000,1143.95,,10/23/2000,15.1942
10/24/2000,1152.45,,10/24/2000,15.3071
10/25/2000,1183.9,,10/25/2000,15.7248
10/26/2000,1186.3,,10/26/2000,15.7567
10/27/2000,1178.7,,10/27/2000,15.6557
10/30/2000,1167.15,,10/30/2000,15.5023
10/31/2000,1172.75,,10/31/2000,15.5767
11-01-2000,1200.8,,11-01-2000,15.9493
11-02-2000,1224.85,,11-02-2000,16.2687
11-03-2000,1242.05,,11-03-2000,16.4972
11-06-2000,1240.25,,11-06-2000,16.4732
11-07-2000,1246.75,,11-07-2000,16.5596
11-08-2000,1266.8,,11-08-2000,16.8259
11-09-2000,1269.95,,11-09-2000,16.8677
11-10-2000,1239.55,,11-10-2000,16.4639
11/13/2000,1208.05,,11/13/2000,16.0456
11/14/2000,1242.85,,11/14/2000,16.5078
11/15/2000,1247.05,,11/15/2000,16.764
11/16/2000,1233.25,,11/16/2000,16.5785
11/17/2000,1236,,11/17/2000,16.6155
11/20/2000,1237.6,,11/20/2000,16.637
11/21/2000,1235,,11/21/2000,16.6021
11/22/2000,1222.35,,11/22/2000,16.432
11/23/2000,1216,,11/23/2000,16.3466
11/24/2000,1225.2,,11/24/2000,16.4703
11/27/2000,1252.9,,11/27/2000,16.8427
11/28/2000,1272.75,,11/28/2000,17.1095
11/29/2000,1264.75,,11/29/2000,17.6365
11/30/2000,1268.15,,11/30/2000,17.6839
12-01-2000,1276.2,,12-01-2000,17.7962
12-04-2000,1275.6,,12-04-2000,17.7878
12-05-2000,1284.65,,12-05-2000,17.914
12-06-2000,1298.55,,12-06-2000,18.1078
12-07-2000,1302.5,,12-07-2000,18.1629
12-08-2000,1313.7,,12-08-2000,18.3191
12-11-2000,1332.15,,12-11-2000,18.5764
12-12-2000,1333.35,,12-12-2000,18.5931
12/13/2000,1354.3,,12/13/2000,18.8853
12/14/2000,1349.35,,12/14/2000,18.8162
12/15/2000,1312.6,,12/15/2000,18.3038
12/18/2000,1317.6,,12/18/2000,18.3735
12/19/2000,1310.5,,12/19/2000,18.2745
12/20/2000,1295.25,,12/20/2000,18.0618
12/21/2000,1277.4,,12/21/2000,17.8129
12/22/2000,1242,,12/22/2000,17.3193
12/26/2000,1212,,12/26/2000,16.9009
12/27/2000,1228.3,,12/27/2000,17.1282
12/28/2000,1248.95,,12/28/2000,17.4162
12/29/2000,1263.55,,12/29/2000,17.6198
01-01-2001,1254.3,,01-01-2001,17.2872
01-02-2001,1271.8,,01-02-2001,17.5284
01-03-2001,1291.25,,01-03-2001,17.7964
01-04-2001,1307.65,,01-04-2001,18.0225
01-05-2001,1327.25,,01-05-2001,18.2926
01-08-2001,1309.25,,01-08-2001,18.0445
01-09-2001,1311.65,,01-09-2001,18.0776
01-10-2001,1287.3,,01-10-2001,17.742
01-11-2001,1280.4,,01-11-2001,17.6469
01-12-2001,1286.75,,01-12-2001,17.7344
1/15/2001,1286.75,,1/15/2001,17.7344
1/16/2001,1293.05,,1/16/2001,17.8213
1/17/2001,1297.9,,1/17/2001,17.8881
1/18/2001,1305.95,,1/18/2001,17.999
1/19/2001,1329.1,,1/19/2001,18.3181
1/22/2001,1348,,1/22/2001,18.5786
1/23/2001,1355.2,,1/23/2001,18.6778
1/24/2001,1365.95,,1/24/2001,18.826
1/25/2001,1370.1,,1/25/2001,18.8832
1/29/2001,1342.05,,1/29/2001,18.4966
1/30/2001,1379.7,,1/30/2001,19.0155
1/31/2001,1371.7,,1/31/2001,18.9052
02-01-2001,1359.15,,02-01-2001,18.7323
02-02-2001,1378.85,,02-02-2001,19.0038
02-05-2001,1382.6,,02-05-2001,19.0555
02-06-2001,1387.1,,02-06-2001,19.1175
02-07-2001,1370.8,,02-07-2001,18.8928
02-08-2001,1395.5,,02-08-2001,19.2333
02-09-2001,1405.7,,02-09-2001,19.3738
02-12-2001,1402.2,,02-12-2001,19.3256
2/13/2001,1391.2,,2/13/2001,19.174
2/14/2001,1393.35,,2/14/2001,19.2036
2/15/2001,1416.7,,2/15/2001,19.5254
2/16/2001,1381.35,,2/16/2001,19.0382
2/19/2001,1384.8,,2/19/2001,19.0858
2/20/2001,1383.85,,2/20/2001,19.0727
2/21/2001,1370.1,,2/21/2001,18.8832
2/22/2001,1355.1,,2/22/2001,18.6764
2/23/2001,1320.45,,2/23/2001,18.1989
2/26/2001,1312.4,,2/26/2001,18.0879
2/27/2001,1295.55,,2/27/2001,17.8557
2/28/2001,1351.4,,2/28/2001,18.6255
03-01-2001,1358.05,,03-01-2001,18.7171
03-02-2001,1306.35,,03-02-2001,18.0046
03-05-2001,1271.45,,03-05-2001,17.5236
03-07-2001,1290.5,,03-07-2001,17.7861
03-08-2001,1292.85,,03-08-2001,17.8185
03-09-2001,1254.75,,03-09-2001,17.2934
03-12-2001,1197.95,,03-12-2001,16.5106
3/13/2001,1124.7,,3/13/2001,15.501
3/14/2001,1194.2,,3/14/2001,17.1543
3/15/2001,1217.15,,3/15/2001,17.4839
3/16/2001,1193.55,,3/16/2001,17.1449
3/19/2001,1186.7,,3/19/2001,17.0465
3/20/2001,1170.95,,3/20/2001,16.8203
3/21/2001,1207.1,,3/21/2001,17.3396
3/22/2001,1187.55,,3/22/2001,17.0587
3/23/2001,1161.3,,3/23/2001,16.6817
3/26/2001,1161.5,,3/26/2001,16.6845
3/27/2001,1177.75,,3/27/2001,16.918
3/28/2001,1206.2,,3/28/2001,17.3266
3/29/2001,1195.1,,3/29/2001,17.1672
3/30/2001,1148.2,,3/30/2001,16.4935
04-02-2001,1138.1,,04-02-2001,15.4807
04-03-2001,1149.25,,04-03-2001,15.6324
04-04-2001,1136.65,,04-04-2001,15.461
04-06-2001,1139.6,,04-06-2001,15.5011
04-09-2001,1128.35,,04-09-2001,15.3481
04-10-2001,1103.05,,04-10-2001,15.004
04-11-2001,1066.8,,04-11-2001,14.5109
04-12-2001,1024.9,,04-12-2001,13.941
4/16/2001,1044.6,,4/16/2001,14.2089
4/17/2001,1067,,4/17/2001,14.5136
4/18/2001,1103.4,,4/18/2001,15.0087
4/19/2001,1144.45,,4/19/2001,15.5671
4/20/2001,1144,,4/20/2001,15.561
4/23/2001,1149.75,,4/23/2001,15.6392
4/24/2001,1146.3,,4/24/2001,15.5923
4/25/2001,1155.35,,4/25/2001,15.7154
4/26/2001,1143.75,,4/26/2001,15.5576
4/27/2001,1101.3,,4/27/2001,14.9802
4/30/2001,1125.25,,4/30/2001,15.3059
05-02-2001,1137.2,,05-02-2001,15.4685
05-03-2001,1122.05,,05-03-2001,15.2624
05-04-2001,1130.05,,05-04-2001,15.3712
05-07-2001,1139.2,,05-07-2001,15.4957
05-08-2001,1148.95,,05-08-2001,15.6283
05-09-2001,1149.25,,05-09-2001,15.6324
05-10-2001,1144.95,,05-10-2001,15.5739
05-11-2001,1140.5,,05-11-2001,15.5134
5/14/2001,1140.8,,5/14/2001,15.5175
5/15/2001,1145.3,,5/15/2001,15.5787
5/16/2001,1151.15,,5/16/2001,15.6582
5/17/2001,1174.95,,5/17/2001,15.982
5/18/2001,1172.8,,5/18/2001,15.9527
5/21/2001,1169.45,,5/21/2001,15.9072
5/22/2001,1168.1,,5/22/2001,15.8888
5/23/2001,1179.1,,5/23/2001,16.0384
5/24/2001,1181.85,,5/24/2001,16.0758
5/25/2001,1174.9,,5/25/2001,15.9813
5/28/2001,1193.2,,5/28/2001,16.2302
5/29/2001,1198.45,,5/29/2001,16.3016
5/30/2001,1177.55,,5/30/2001,16.0173
5/31/2001,1167.9,,5/31/2001,15.8861
06-01-2001,1148.05,,06-01-2001,15.6161
06-04-2001,1127.2,,06-04-2001,15.3325
06-05-2001,1115.6,,06-05-2001,15.1747
06-06-2001,1115.7,,06-06-2001,15.176
06-07-2001,1112.35,,06-07-2001,15.1305
06-08-2001,1126.6,,06-08-2001,15.3243
06-11-2001,1131.1,,06-11-2001,15.3855
06-12-2001,1127.15,,06-12-2001,15.3318
6/13/2001,1129,,6/13/2001,15.3569
6/14/2001,1112.75,,6/14/2001,15.1359
6/15/2001,1087.75,,6/15/2001,14.7959
6/18/2001,1078.3,,6/18/2001,14.6673
6/19/2001,1096.65,,6/19/2001,14.9169
6/20/2001,1097.6,,6/20/2001,14.9298
6/21/2001,1095.2,,6/21/2001,14.8972
6/22/2001,1087.65,,6/22/2001,14.7945
6/25/2001,1067,,6/25/2001,14.5136
6/26/2001,1096.6,,6/26/2001,14.9162
6/27/2001,1096.1,,6/27/2001,14.9094
6/28/2001,1094,,6/28/2001,14.8809
6/29/2001,1107.9,,6/29/2001,15.0699
07-02-2001,1100.75,,07-02-2001,14.9285
07-03-2001,1069.8,,07-03-2001,14.5088
07-04-2001,1067.95,,07-04-2001,14.4837
07-05-2001,1069.75,,07-05-2001,14.5081
07-06-2001,1065.1,,07-06-2001,14.445
07-09-2001,1059.5,,07-09-2001,14.3691
07-10-2001,1072.05,,07-10-2001,14.5393
07-11-2001,1083.65,,07-11-2001,14.6966
07-12-2001,1105.5,,07-12-2001,14.9929
7/13/2001,1110.45,,7/13/2001,15.0601
7/16/2001,1105.55,,7/16/2001,14.9936
7/17/2001,1103.1,,7/17/2001,14.9604
7/18/2001,1091.95,,7/18/2001,14.8092
7/19/2001,1085.9,,7/19/2001,14.7271
7/20/2001,1077.7,,7/20/2001,14.6159
7/23/2001,1070.65,,7/23/2001,14.5203
7/24/2001,1072.55,,7/24/2001,14.5461
7/25/2001,1064.2,,7/25/2001,14.4328
7/26/2001,1053.4,,7/26/2001,14.2864
7/27/2001,1051.7,,7/27/2001,14.2633
7/30/2001,1061.45,,7/30/2001,14.3955
7/31/2001,1072.85,,7/31/2001,14.5501
08-01-2001,1063.15,,08-01-2001,14.4186
08-02-2001,1066,,08-02-2001,14.4572
08-03-2001,1074.6,,08-03-2001,14.5739
08-06-2001,1075.25,,08-06-2001,14.5827
08-07-2001,1072.1,,08-07-2001,14.54
08-08-2001,1068,,08-08-2001,14.4844
08-09-2001,1070.65,,08-09-2001,14.5203
08-10-2001,1071.15,,08-10-2001,14.5271
8/13/2001,1063,,8/13/2001,14.4166
8/14/2001,1075.5,,8/14/2001,14.5861
8/16/2001,1078.95,,8/16/2001,14.6329
8/17/2001,1069.2,,8/17/2001,14.5006
8/20/2001,1063.75,,8/20/2001,14.4267
8/21/2001,1068.7,,8/21/2001,14.4939
8/23/2001,1071.5,,8/23/2001,14.5318
8/24/2001,1069.15,,8/24/2001,14.5
8/27/2001,1072.55,,8/27/2001,14.5461
8/28/2001,1070.65,,8/28/2001,14.5203
8/29/2001,1067.45,,8/29/2001,14.4769
8/30/2001,1064.15,,8/30/2001,14.4322
8/31/2001,1053.75,,8/31/2001,14.2911
09-03-2001,1048.05,,09-03-2001,14.2138
09-04-2001,1048.2,,09-04-2001,14.2158
09-05-2001,1045,,09-05-2001,14.1724
09-06-2001,1036.1,,09-06-2001,14.0517
09-07-2001,1035.2,,09-07-2001,14.0395
09-10-2001,1033.4,,09-10-2001,14.0151
09-11-2001,1023.4,,09-11-2001,13.8795
09-12-2001,982.2,,09-12-2001,13.3207
9/13/2001,971.7,,9/13/2001,13.1783
9/14/2001,919.7,,9/14/2001,12.4731
9/17/2001,872.25,,9/17/2001,11.8296
9/18/2001,900.2,,9/18/2001,12.2086
9/19/2001,912.2,,9/19/2001,12.3714
9/20/2001,898.8,,9/20/2001,12.1897
9/21/2001,854.2,,9/21/2001,11.5848
9/24/2001,869.05,,9/24/2001,11.7862
9/25/2001,861.4,,9/25/2001,11.6824
9/26/2001,873.7,,9/26/2001,11.8492
9/27/2001,890,,9/27/2001,12.0703
9/28/2001,913.85,,9/28/2001,12.3938
10-01-2001,910.1,,10-01-2001,12.4304
10-03-2001,899.65,,10-03-2001,12.2877
10-04-2001,911.65,,10-04-2001,12.4516
10-05-2001,914.6,,10-05-2001,12.4919
10-08-2001,901.95,,10-08-2001,12.3191
10-09-2001,912.7,,10-09-2001,12.4659
10-10-2001,940.35,,10-10-2001,12.8436
10-11-2001,954.9,,10-11-2001,13.0423
10-12-2001,960.4,,10-12-2001,13.1174
10/15/2001,963.4,,10/15/2001,13.2421
10/16/2001,971.25,,10/16/2001,13.35
10/17/2001,986.25,,10/17/2001,13.5562
10/18/2001,972.05,,10/18/2001,13.361
10/19/2001,976.65,,10/19/2001,13.4242
10/22/2001,976.4,,10/22/2001,13.4208
10/23/2001,993.2,,10/23/2001,13.6517
10/24/2001,991.2,,10/24/2001,13.6242
10/25/2001,983.2,,10/25/2001,13.5143
10/29/2001,977.45,,10/29/2001,13.4352
10/30/2001,963.1,,10/30/2001,13.238
10/31/2001,971.9,,10/31/2001,13.3589
11-01-2001,994,,11-01-2001,13.6627
11-02-2001,997.6,,11-02-2001,13.7122
11-05-2001,991.05,,11-05-2001,13.6222
11-06-2001,1001.9,,11-06-2001,13.7713
11-07-2001,987.5,,11-07-2001,13.5734
11-08-2001,997.7,,11-08-2001,13.7136
11-09-2001,1004.05,,11-09-2001,13.8009
11-12-2001,1010.9,,11-12-2001,13.895
11/13/2001,1005.4,,11/13/2001,13.8194
11/14/2001,1015.8,,11/14/2001,13.9624
11/15/2001,1035.7,,11/15/2001,14.2359
11/19/2001,1068.15,,11/19/2001,14.6819
11/20/2001,1050.2,,11/20/2001,14.4352
11/21/2001,1056.35,,11/21/2001,14.5197
11/22/2001,1062.45,,11/22/2001,14.6036
11/23/2001,1059,,11/23/2001,14.5562
11/26/2001,1080.6,,11/26/2001,14.853
11/27/2001,1076.05,,11/27/2001,14.7905
11/28/2001,1070.8,,11/28/2001,14.7183
11/29/2001,1067.15,,11/29/2001,14.6682
12-03-2001,1065.4,,12-03-2001,14.6441
12-04-2001,1077.7,,12-04-2001,14.8132
12-05-2001,1104.55,,12-05-2001,15.1822
12-06-2001,1110.45,,12-06-2001,15.2633
12-07-2001,1112.3,,12-07-2001,15.2888
12-10-2001,1115.25,,12-10-2001,15.3293
12-11-2001,1110.2,,12-11-2001,15.2599
12-12-2001,1107.65,,12-12-2001,15.2249
12/13/2001,1098.75,,12/13/2001,15.1025
12/14/2001,1087.85,,12/14/2001,14.9527
12/18/2001,1082.3,,12/18/2001,14.8764
12/19/2001,1060.75,,12/19/2001,14.5802
12/20/2001,1062,,12/20/2001,14.5974
12/21/2001,1050.85,,12/21/2001,14.4441
12/24/2001,1048.5,,12/24/2001,14.4118
12/26/2001,1034.25,,12/26/2001,14.216
12/27/2001,1020,,12/27/2001,14.0201
12/28/2001,1033.8,,12/28/2001,14.2098
12/31/2001,1059.05,,12/31/2001,14.441
01-01-2002,1055.3,,01-01-2002,14.3899
01-02-2002,1060.75,,01-02-2002,14.7941
01-03-2002,1072.25,,01-03-2002,14.9658
01-04-2002,1096.2,,01-04-2002,15.3179
01-07-2002,1100.15,,01-07-2002,15.414
01-08-2002,1109.9,,01-08-2002,15.5592
01-09-2002,1102.8,,01-09-2002,15.4491
01-10-2002,1098.2,,01-10-2002,15.3557
01-11-2002,1088.55,,01-11-2002,15.2384
1/14/2002,1109.8,,1/14/2002,15.5198
1/15/2002,1094.15,,1/15/2002,15.2827
1/16/2002,1090.45,,1/16/2002,16.8694
1/17/2002,1109.2,,1/17/2002,17.1555
1/18/2002,1093.15,,1/18/2002,16.9038
1/21/2002,1091.35,,1/21/2002,16.8715
1/22/2002,1092.85,,1/22/2002,16.9116
1/23/2002,1089.4,,1/23/2002,16.8611
1/24/2002,1085.3,,1/24/2002,16.8041
1/25/2002,1088.4,,1/25/2002,16.8566
1/28/2002,1071.35,,1/28/2002,16.5803
1/29/2002,1071.65,,1/29/2002,16.5898
1/30/2002,1067.45,,1/30/2002,16.5222
1/31/2002,1080.45,,1/31/2002,16.7436
02-01-2002,1081.65,,02-01-2002,16.7188
02-04-2002,1076.9,,02-04-2002,16.6803
02-05-2002,1074.25,,02-05-2002,16.6734
02-06-2002,1113.1,,02-06-2002,17.261
02-07-2002,1110.45,,02-07-2002,17.2209
02-08-2002,1123.75,,02-08-2002,17.4383
02-11-2002,1131.55,,02-11-2002,17.5387
02-12-2002,1129.5,,02-12-2002,17.4786
2/13/2002,1135.1,,2/13/2002,17.5441
2/14/2002,1150,,2/14/2002,17.7593
2/15/2002,1159.95,,2/15/2002,17.9038
2/18/2002,1172.85,,2/18/2002,18.1092
2/19/2002,1158.9,,2/19/2002,17.9065
2/20/2002,1145.95,,2/20/2002,17.7086
2/21/2002,1149.85,,2/21/2002,17.7554
2/22/2002,1163.5,,2/22/2002,17.9526
2/25/2002,1165.45,,2/25/2002,17.9901
2/26/2002,1189.4,,2/26/2002,18.2297
2/27/2002,1189.2,,2/27/2002,18.2483
2/28/2002,1142.05,,2/28/2002,17.5395
03-01-2002,1178,,03-01-2002,18.1071
03-04-2002,1177.35,,03-04-2002,18.0851
03-05-2002,1178.5,,03-05-2002,18.126
03-06-2002,1172.6,,03-06-2002,18.0398
03-07-2002,1193.05,,03-07-2002,18.3623
03-08-2002,1187.65,,03-08-2002,18.2913
03-11-2002,1167.85,,03-11-2002,17.9907
03-12-2002,1150.45,,03-12-2002,17.7272
3/13/2002,1157.05,,3/13/2002,17.827
3/14/2002,1159.45,,3/14/2002,17.8596
3/15/2002,1169.75,,3/15/2002,17.995
3/18/2002,1169.3,,3/18/2002,18.0005
3/19/2002,1152.15,,3/19/2002,17.7385
3/20/2002,1155.6,,3/20/2002,17.7908
3/21/2002,1144.2,,3/21/2002,17.6203
3/22/2002,1138.45,,3/22/2002,17.5328
3/26/2002,1123.05,,3/26/2002,17.2908
3/27/2002,1123.35,,3/27/2002,17.301
3/28/2002,1129.55,,3/28/2002,17.4049
04-01-2002,1138.95,,04-01-2002,16.2808
04-02-2002,1136.95,,04-02-2002,16.2469
04-03-2002,1123.5,,04-03-2002,16.0598
04-04-2002,1145.9,,04-04-2002,16.3804
04-05-2002,1141.95,,04-05-2002,16.3143
04-08-2002,1135.25,,04-08-2002,16.2216
04-09-2002,1126.7,,04-09-2002,16.106
04-10-2002,1138.5,,04-10-2002,16.2857
04-11-2002,1143.6,,04-11-2002,16.3631
04-12-2002,1146.5,,04-12-2002,16.4043
4/15/2002,1134.15,,4/15/2002,16.2264
4/16/2002,1118.75,,4/16/2002,16.004
4/17/2002,1125.1,,4/17/2002,16.1024
4/18/2002,1129,,4/18/2002,16.1611
4/19/2002,1100.3,,4/19/2002,15.7444
4/22/2002,1104.15,,4/22/2002,15.7999
4/23/2002,1106,,4/23/2002,15.8234
4/24/2002,1110.6,,4/24/2002,15.8916
4/25/2002,1094.3,,4/25/2002,15.6668
4/26/2002,1097.4,,4/26/2002,15.7036
4/29/2002,1074.2,,4/29/2002,15.3767
4/30/2002,1084.5,,4/30/2002,15.5275
05-02-2002,1093.3,,05-02-2002,15.6517
05-03-2002,1096.95,,05-03-2002,15.6926
05-06-2002,1100.95,,05-06-2002,15.7467
05-07-2002,1110.7,,05-07-2002,15.8766
05-08-2002,1117.6,,05-08-2002,15.9783
05-09-2002,1127.6,,05-09-2002,16.1206
05-10-2002,1116.4,,05-10-2002,15.9539
5/13/2002,1119.65,,5/13/2002,16.0041
5/14/2002,1115.1,,5/14/2002,15.9355
5/15/2002,1107.8,,5/15/2002,15.8339
5/16/2002,1092.8,,5/16/2002,15.6251
5/17/2002,1090.65,,5/17/2002,15.5842
5/20/2002,1074.35,,5/20/2002,15.3511
5/21/2002,1049.2,,5/21/2002,15.0013
5/22/2002,1045.3,,5/22/2002,14.9573
5/23/2002,1026.75,,5/23/2002,14.6918
5/24/2002,1067,,5/24/2002,15.2607
5/27/2002,1062.7,,5/27/2002,15.2037
5/28/2002,1038.2,,5/28/2002,14.8519
5/29/2002,1041.65,,5/29/2002,14.8913
5/30/2002,1032.15,,5/30/2002,14.7589
5/31/2002,1028.8,,5/31/2002,13.9771
06-03-2002,1039.75,,06-03-2002,14.1235
06-04-2002,1045.4,,06-04-2002,14.1986
06-05-2002,1064.2,,06-05-2002,14.4572
06-06-2002,1064.35,,06-06-2002,14.4581
06-07-2002,1048.8,,06-07-2002,14.2384
06-10-2002,1069.9,,06-10-2002,14.5187
06-11-2002,1097.05,,06-11-2002,14.8929
06-12-2002,1092.8,,06-12-2002,14.8376
6/13/2002,1082.85,,6/13/2002,14.7006
6/14/2002,1085.7,,6/14/2002,14.748
6/17/2002,1088.9,,6/17/2002,14.7884
6/18/2002,1074.95,,6/18/2002,14.5925
6/19/2002,1062.9,,6/19/2002,14.4222
6/20/2002,1070.05,,6/20/2002,14.5185
6/21/2002,1062.55,,6/21/2002,14.4161
6/24/2002,1061.85,,6/24/2002,14.4085
6/25/2002,1055.4,,6/25/2002,14.3412
6/26/2002,1044.2,,6/26/2002,14.1859
6/27/2002,1048.55,,6/27/2002,14.2379
6/28/2002,1057.8,,6/28/2002,14.3708
07-01-2002,1068.95,,07-01-2002,14.0962
07-02-2002,1068.05,,07-02-2002,14.0907
07-03-2002,1069.9,,07-03-2002,14.1138
07-04-2002,1070.55,,07-04-2002,14.1261
07-05-2002,1073.8,,07-05-2002,14.1762
07-08-2002,1082.05,,07-08-2002,14.2712
07-09-2002,1080.3,,07-09-2002,14.2393
07-10-2002,1071.7,,07-10-2002,14.1192
07-11-2002,1056.6,,07-11-2002,13.935
07-12-2002,1058.25,,07-12-2002,13.9587
7/15/2002,1048,,7/15/2002,13.8172
7/16/2002,1035.95,,7/16/2002,13.6668
7/17/2002,1032.55,,7/17/2002,13.6258
7/18/2002,1041.3,,7/18/2002,13.7355
7/19/2002,1035.9,,7/19/2002,13.6695
7/22/2002,1012,,7/22/2002,13.3489
7/23/2002,1021.9,,7/23/2002,13.4845
7/24/2002,1004.05,,7/24/2002,13.2456
7/25/2002,1001.55,,7/25/2002,13.2136
7/26/2002,973.5,,7/26/2002,12.8384
7/29/2002,971.65,,7/29/2002,12.8108
7/30/2002,960.65,,7/30/2002,12.6669
7/31/2002,958.9,,7/31/2002,12.6452
08-01-2002,957.7,,08-01-2002,12.6288
08-02-2002,954.75,,08-02-2002,12.5906
08-05-2002,963.25,,08-05-2002,12.7059
08-06-2002,966.65,,08-06-2002,12.7525
08-07-2002,969.1,,08-07-2002,12.7894
08-08-2002,953.55,,08-08-2002,12.5922
08-09-2002,961.95,,08-09-2002,12.7039
08-12-2002,969.85,,08-12-2002,12.8031
8/13/2002,976.05,,8/13/2002,12.8846
8/14/2002,969.65,,8/14/2002,12.8037
8/16/2002,979.25,,8/16/2002,12.9273
8/19/2002,979.85,,8/19/2002,12.9333
8/20/2002,988.55,,8/20/2002,13.0491
8/21/2002,988.45,,8/21/2002,13.0522
8/22/2002,985.7,,8/22/2002,13.0112
8/23/2002,995.2,,8/23/2002,13.1368
8/26/2002,998.85,,8/26/2002,13.1834
8/27/2002,987.7,,8/27/2002,13.0386
8/28/2002,985.7,,8/28/2002,13.0134
8/29/2002,987.25,,8/29/2002,13.0313
8/30/2002,1010.6,,8/30/2002,13.3376
09-02-2002,1013.5,,09-02-2002,13.357
09-03-2002,1001.1,,09-03-2002,13.1883
09-04-2002,1006.95,,09-04-2002,13.2616
09-05-2002,1008.6,,09-05-2002,13.2865
09-06-2002,995.2,,09-06-2002,13.1041
09-09-2002,998.55,,09-09-2002,13.1601
09-11-2002,998.85,,09-11-2002,13.1676
09-12-2002,1001.65,,09-12-2002,13.2003
9/13/2002,992,,9/13/2002,13.0715
9/16/2002,985.75,,9/16/2002,12.9848
9/17/2002,994.9,,9/17/2002,13.1011
9/18/2002,983.6,,9/18/2002,12.9508
9/19/2002,976.05,,9/19/2002,12.8508
9/20/2002,969.6,,9/20/2002,12.7602
9/23/2002,970.3,,9/23/2002,12.7619
9/24/2002,966.2,,9/24/2002,12.7147
9/25/2002,970.05,,9/25/2002,12.7686
9/26/2002,969.9,,9/26/2002,12.7665
9/27/2002,976.45,,9/27/2002,12.8495
9/30/2002,963.15,,9/30/2002,12.213
10-01-2002,955.2,,10-01-2002,12.1189
10-03-2002,948.2,,10-03-2002,12.0395
10-04-2002,948.2,,10-04-2002,12.0526
10-07-2002,954.75,,10-07-2002,12.1314
10-08-2002,960.8,,10-08-2002,12.207
